file,ticker,year,month,quarter,period,management_speaker,exchange_idx,mgmt_start,mgmt_end,duration_sec,word_count,answer_text,pause_latency_sec,speech_rate_wpm,filler_rate_per_min,intra_pause_count,intra_pause_mean_sec,intra_pause_max_sec,intra_pause_total_sec,mean_pitch_hz,pitch_variance_hz,mean_rms_energy,z_pause_latency_sec,norm_type_pause_latency_sec,z_speech_rate_wpm,norm_type_speech_rate_wpm,z_filler_rate_per_min,norm_type_filler_rate_per_min,z_intra_pause_count,norm_type_intra_pause_count,z_intra_pause_mean_sec,norm_type_intra_pause_mean_sec,z_intra_pause_max_sec,norm_type_intra_pause_max_sec,z_intra_pause_total_sec,norm_type_intra_pause_total_sec,z_mean_pitch_hz,norm_type_mean_pitch_hz,z_pitch_variance_hz,norm_type_pitch_variance_hz,z_mean_rms_energy,norm_type_mean_rms_energy,acoustic_composite_z
AVGO_2025_12_11_earnings_call_qa_features.json,AVGO,2025,12,4,2025_Q4,SPEAKER_08,7,815.195,878.678,63.483,151,"I'll let Kirsten give you the details, but enough for me to broadly high level explain to you, Stacy. Good question. Phenomenal. You don't see that impacting us right now, and we have already started that process. of some system sales. You don't see that in our numbers, but it will. And we have said that openly. The AI revenue has a lower gross margin than our, obviously, the rest of our business, including software, of course. But we expect the rate of growth of, as we do more and more AI revenue to be so, so much that we get the operating leverage on our of operating spending that operating margin won't deliver dollars that are still a high level of growth from what it has been. So we expect operating leverage to benefit us at the operating margin level even as gross margin will start to deteriorate, high level.",0.608,142.72,3.78,26,0.598,1.328,15.545,193.54,101.07,0.048817,-0.7039,speaker,0.8736,speaker,0.1778,speaker,-0.0036,speaker,-0.4491,speaker,-0.3494,speaker,-0.2028,speaker,0.1713,speaker,0.4878,speaker,0.4095,speaker,0.4233
AVGO_2025_12_11_earnings_call_qa_features.json,AVGO,2025,12,4,2025_Q4,SPEAKER_08,8,983.236,1077.685,94.449,218,"Wow, there's a lot of question here. Let me start off with 26. You know, our backlog is very dynamic these days, as I said, and it is continuing to ramp up. And you're right. We originally, six months ago, said maybe year on year, AI revenues would grow in 26, 60, 70 percent. Q1 would double. And Q1 26 today, we're saying it doubled. When we're looking at it, because all the thresholders keeps coming in, and we give you a milestone of where we are today, which is 73 billion back log to be shipped over the next 18 months. And we do fully expect, as I answered the earlier question, for that 73 billion over the 18 months to keep growing. Now, it's a moving number as we move in time, but it will grow. And it's hard for me to pinpoint what 26 is going to look like precisely. So I'd rather not give you guys any guidance. And that's why we don't give you guidance, but we do give it for Q1. Give it time. We'll give it Q2. And you're right. It's a net to us. Is it an accelerating trend? And my answer is it's likely to be an accelerating trend as we progress through 26. Hope that answers your question.",2.565,138.49,3.18,35,0.787,4.33,27.534,171.75,55.83,0.046324,1.3686,speaker,0.6817,speaker,-0.0001,speaker,0.361,speaker,0.3172,speaker,2.2913,speaker,0.4586,speaker,-0.35,speaker,-0.3096,speaker,0.2712,speaker,-0.0806
AVGO_2025_12_11_earnings_call_qa_features.json,AVGO,2025,12,4,2025_Q4,SPEAKER_08,9,1129.66,1205.969,76.309,137,"You didn't hear that answer from my last caller, Jim's question is because I didn't answer it. I didn't answer it and I'm not answering it either. It's the fifth customer and it's a real customer and it will grow. They are on their multi-year journey to their own XP use and let's leave it at that. As far as the open AI view that you have, We appreciate the fact that it is a multi-year journey that will run through 29 as our press release with OpenAI showed 10 gigawatts between 26, more like 27, 28, 29. Ben, not 26. It's more like 27, 28, 29, 10 gigawatts. That was the OpenAI discussion. And that's, I call it an agreement, an alignment of where we're headed with respect to various respected and valued customer open AI.",0.843,107.72,0.0,22,1.376,8.544,30.268,174.35,89.88,0.046493,-0.455,speaker,-0.7143,speaker,-0.9431,speaker,-0.1657,speaker,2.7052,speaker,5.9981,speaker,0.6095,speaker,-0.2878,speaker,0.2906,speaker,0.2806,speaker,-0.1251
AVGO_2025_12_11_earnings_call_qa_features.json,AVGO,2025,12,4,2025_Q4,SPEAKER_08,10,1205.986,1208.332,2.346,6,we do not expect much in,0.0,153.45,0.0,0,0.0,0.0,0.0,166.41,12.38,0.036241,-1.3477,speaker,1.3605,speaker,-0.9431,speaker,-1.0571,speaker,-2.8735,speaker,-1.5176,speaker,-1.0605,speaker,-0.4778,speaker,-1.0756,speaker,-0.2883,speaker,0.3602
AVGO_2025_12_11_earnings_call_qa_features.json,AVGO,2025,12,4,2025_Q4,SPEAKER_08,11,1259.108,1378.533,119.425,222,"Thank you. No, you hit it right on. The nice thing about a customer accelerator is you try not to do one size fits all and do it generationally. Each of these five customers now can create their version of an XPU customer accelerator for training and inference. And it basically is almost two parallel tracks going on almost simultaneously for each of them. So I would have plenty of versions to deal with. I don't need to create any more versions. We've got plenty of different content out there just on the basis of creating these customer accelerators. And by the way, when you do customer accelerators, you tend to put more hardware in that are unique differentiated versus trying to make it work on software and creating kernels into software. I know that's very tricky too, but think about the difference where you can create in hardware, those sparse core data routers versus the dense matrix multipliers, all in one same chip. And that's just one example of what creating customer accelerators is letting us do. Over that matter, a variation in how much memory capacity or memory bandwidth for the same customer from chip to chip just because Even in inference, you want to do more reasoning versus decoding versus something else, like pre-fill. So you literally start to",1.417,111.53,2.51,48,0.736,1.882,35.312,177.74,66.01,0.045495,0.1528,speaker,-0.5414,speaker,-0.1988,speaker,0.8878,speaker,0.1104,speaker,0.1379,speaker,0.8877,speaker,-0.2067,speaker,-0.1302,speaker,0.2252,speaker,-0.1289
AVGO_2025_12_11_earnings_call_qa_features.json,AVGO,2025,12,4,2025_Q4,SPEAKER_08,12,1378.634,1396.555,17.921,39,create different hardware for different aspects of how you want to train our inference and run your workloads. It's a very fascinating area. And we are seeing a lot of variations and multiple chips for each of our custom,1.485,130.57,0.0,7,0.574,0.881,4.021,165.67,55.48,0.045643,0.2249,speaker,0.3224,speaker,-0.9431,speaker,-0.7735,speaker,-0.5464,speaker,-0.7426,speaker,-0.8386,speaker,-0.4955,speaker,-0.3158,speaker,0.2334,speaker,0.0548
AVGO_2025_12_11_earnings_call_qa_features.json,AVGO,2025,12,4,2025_Q4,SPEAKER_08,13,1454.892,1568.005,113.113,224,"I like the way you address this question, the way that you address the question to me. It's almost hesitant. Thank you. I appreciate that. But on your first part, yeah, we are driving growth and we begin to feel like this thing never ends. And it's a real mix back of existing customers and on existing XP use. And I'll pick part of it as XP use that we're seeing. And that's not to slow down the fact that as I indicated in my remarks and commented on the demand for switches, not just among six, among five switches, the demand for our latest 1.6 terabit per second DSPs. that enables optical interconnects for scale out, particularly. It's just very, very strong. And by extension, demand for the optical components like lasers, pin dies, just going nuts. All that come together. Now, all that is more or relatively lesser dollars when it comes to XPUs as you probably guess. To give you a sense, maybe let me look at it on a backlog side. Of the 73 billion or AI revenue backlog over the next 18 months I talked about, maybe 20 billion of it is everything else. The rest is XPUs. Hope that gives you a sense of what the mix is. But the rest is still 20 billion. That's not small",1.097,118.82,0.53,48,0.795,1.993,38.184,196.53,131.84,0.046763,-0.186,speaker,-0.2107,speaker,-0.7859,speaker,0.8878,speaker,0.3496,speaker,0.2355,speaker,1.0462,speaker,0.2428,speaker,1.0302,speaker,0.2955,speaker,0.2604
AVGO_2025_12_11_earnings_call_qa_features.json,AVGO,2025,12,4,2025_Q4,SPEAKER_08,14,1568.343,1650.035,81.692,173,"by any means. So we value that. So when you talk about your next question of silicon photonics and as a means to create basically much better, more efficient lower power interconnects in not just scale out, but hopefully scale up. Yeah, I could see a point in time in the future when silicon photonics matters as the only way to do it. We're not quite there yet, but we have the technology and we continue to develop the technology. And even at each time, we develop it first for 400 gigabits bandwidth, going on to 900, 800 gigabit bandwidth, not ready for it yet. And even we have the product and we're now doing it for 1.6 terabit bandwidth to create silicon photonics, switches, silicon photonics interconnects, not even sure it will get fully deployed because engineers, our engineers, our peers, and the peers we have out there was somehow trying to find a way to still do, try to do scale up within a rack in copper as long as possible",2.936,127.06,2.94,31,0.719,1.8,22.297,172.47,40.18,0.048883,1.7614,speaker,0.1631,speaker,-0.0713,speaker,0.199,speaker,0.0415,speaker,0.0658,speaker,0.1697,speaker,-0.3328,speaker,-0.5855,speaker,0.4132,speaker,-0.1976
AVGO_2025_12_11_earnings_call_qa_features.json,AVGO,2025,12,4,2025_Q4,SPEAKER_08,15,1650.524,1675.465,24.941,54,"and in scale out in no pluggable optics. The final, final straw is when you can't do it well in pluggable optics. And of course, when you can't do it even in copper, then you're right, you go to silicon photonics. And it will happen. And we're ready for it. Just saying, not anytime",3.105,129.91,4.81,13,0.686,1.269,8.913,185.8,42.84,0.046243,1.9404,speaker,0.2925,speaker,0.4832,speaker,-0.5304,speaker,-0.0923,speaker,-0.4013,speaker,-0.5687,speaker,-0.0139,speaker,-0.5386,speaker,0.2667,speaker,-0.1832
AVGO_2025_12_11_earnings_call_qa_features.json,AVGO,2025,12,4,2025_Q4,SPEAKER_08,16,1739.0,1762.169,23.169,32,"It's across the board, typically. I mean, we are very fortunate in some ways that we have the product technology and the operating business lines to create multiple key leading edge components",2.667,82.87,2.59,14,0.702,1.561,9.827,199.69,77.67,0.04461,1.4766,speaker,-1.8417,speaker,-0.1751,speaker,-0.4898,speaker,-0.0274,speaker,-0.1445,speaker,-0.5183,speaker,0.3184,speaker,0.0754,speaker,0.1761,speaker,-0.3748
AVGO_2025_12_11_earnings_call_qa_features.json,AVGO,2025,12,4,2025_Q4,SPEAKER_08,17,1762.49,1853.142,90.652,204,"that enables today's state of the art AI data centers. I mean, our DSP, as I said earlier, is now at 1.6 terabit per second. That's the leading edge connectivity for bandwidth for the top of the XPU and even GPU. And we intend to be that way. And we have the lasers, EMLs, Vixels, see the view with lasers that goes with it. So it's fortunate that we have all this and the key active components that go with it and we see it very quickly and we expand the capacity as we do the design to match it. And this is a long answer to what I'm trying to get at which is I think we are of any of this data center suppliers of the system racks, not counting the power, the power shell and all that. Now that starts to get beyond us on the power shell and the transformers and the gas turbines. If you just look at the racks, the systems on AI, we probably have a good handle on where the bottlenecks are because sometimes we are part of the bottlenecks, which we then want to get to resolve. So we feel pretty good about that through",1.671,135.02,3.31,43,0.65,2.356,27.938,184.2,76.08,0.045669,0.4218,speaker,0.5243,speaker,0.0384,speaker,0.6852,speaker,-0.2382,speaker,0.5548,speaker,0.4809,speaker,-0.0522,speaker,0.0473,speaker,0.2348,speaker,0.1094
AVGO_2025_12_11_earnings_call_qa_features.json,AVGO,2025,12,4,2025_Q4,SPEAKER_08,18,1911.412,2017.792,106.38,198,"Well, on the non-AI semiconductor, we see broadband literally recovering very well. And we don't see the others. No, we see stability. We don't see a sharp recovery that is sustainable yet. So I guess, given a couple more quarters, But we don't see any further deterioration in demand. And it's more, I think, maybe the AI is sucking the oxygen a lot out of enterprise spending elsewhere and hyperscalar spending elsewhere. We don't see getting any worse. We don't see it recovering very quickly with the exception of broadband. That's a simple summary of non-AI. With respect to open AI, Now, before diving into this, I'm just telling you what that 10 gigawatt announcement is all about. Separately, the journey with them on the customer accelerator progresses at a very advanced stage and will happen very, very quickly. And it will have a committed element to this whole thing. And it will. What we, I was articulating earlier was the 10 gigawatt announcement. And that 10 gigawatt announcement is an agreement to be aligned on developing 10 gigawatts for open AI over 27 to 29 time frame. That's different from the XPU program we were developing with",1.317,111.68,2.82,41,0.768,2.091,31.491,163.37,37.97,0.045591,0.0469,speaker,-0.5346,speaker,-0.1069,speaker,0.6041,speaker,0.2402,speaker,0.3217,speaker,0.6769,speaker,-0.5505,speaker,-0.6245,speaker,0.2305,speaker,-0.2669
AVGO_2025_12_11_earnings_call_qa_features.json,AVGO,2025,12,4,2025_Q4,SPEAKER_08,19,2058.865,2102.234,43.369,99,"Well, it's an interesting question, and that question basically comes to how much compute capacity is needed by our customers over the next, as I say, over the period beyond 18 months? And your guess is probably as good as mine based on what we all know out there, which is really what they relate to. But if they need more, then you see that continuing even larger. If they don't need it, then probably it won't. But as of what we're trying to indicate is that's the demand we are seeing over that period of time right now.",2.312,136.96,5.53,15,0.877,1.929,13.158,173.82,55.97,0.044057,1.1006,speaker,0.6123,speaker,0.6967,speaker,-0.4493,speaker,0.6821,speaker,0.1792,speaker,-0.3345,speaker,-0.3005,speaker,-0.3072,speaker,0.1454,speaker,-0.1681
AVGO_2025_3_6_earnings_call_qa_features.json,AVGO,2025,3,1,2025_Q1,SPEAKER_02,1,33.899,56.579,22.68,59,"Thank you, Cherie. Broadcom currently plans to report its earnings for the second quarter of fiscal year 2025 after close of market on Thursday, June 5, 2025. A public webcast of Broadcom's earnings conference call will follow at 2 p.m. Pacific. That will conclude our earnings call today. Thank you all for joining. Cherie, you may end the call.",0.827,156.08,0.0,7,0.672,0.92,4.702,201.19,35.6,0.019728,-0.472,speaker,1.4798,speaker,-0.9431,speaker,-0.7735,speaker,-0.149,speaker,-0.7083,speaker,-0.801,speaker,0.3543,speaker,-0.6662,speaker,-1.2045,speaker,0.226
AVGO_2025_6_5_earnings_call_qa_features.json,AVGO,2025,6,2,2025_Q2,SPEAKER_12,0,60.646,86.937,26.291,55,"Thank you, Ross. Good question. I think we're indicating that what we have seen and what we have quite a bit of visibility increasingly is increased deployment of XPUs next year and much more than we originally thought and hand in hand with it, of course, more and more networking. So it's a combination of",1.536,125.52,4.56,13,0.677,1.341,8.806,182.3,103.27,0.020705,0.2789,speaker,0.0933,speaker,0.4091,speaker,-0.5304,speaker,-0.1288,speaker,-0.338,speaker,-0.5746,speaker,-0.0976,speaker,0.5266,speaker,-1.1503,speaker,-0.2455
AVGO_2025_6_5_earnings_call_qa_features.json,AVGO,2025,6,2,2025_Q2,SPEAKER_12,1,93.164,97.079,3.915,6,"Yeah, we're seeing much more inference",1.772,91.95,15.33,1,0.42,0.42,0.42,197.73,109.31,0.017925,0.5288,speaker,-1.4298,speaker,3.6027,speaker,-1.0166,speaker,-1.1707,speaker,-1.1481,speaker,-1.0373,speaker,0.2715,speaker,0.6331,speaker,-1.3046,speaker,-0.7703
AVGO_2025_6_5_earnings_call_qa_features.json,AVGO,2025,6,2,2025_Q2,SPEAKER_12,2,171.329,236.585,65.256,121,"Yeah, that's a very insightful set of analysis here. And that's exactly what we're trying to do here because Over six months ago, we gave you guys a point a year, 2027. As we come into the second half of 2025, and we've improved visibility and updates we're seeing in the way our hyperscale partners are deploying data centers, AI classes, We are providing you more of some level of guidance, visibility, what we are seeing, how the trajectory of 26 might look like. I'm not giving you any update on 27. We're just still establishing the update we have in 27, six months ago. But what we're doing now is giving you more visibility into where we're seeing 26 headed.",1.08,111.25,0.92,28,0.649,1.074,18.182,184.11,91.04,0.017917,-0.204,speaker,-0.5541,speaker,-0.6703,speaker,0.0774,speaker,-0.2423,speaker,-0.5729,speaker,-0.0573,speaker,-0.0543,speaker,0.311,speaker,-1.305,speaker,-0.2548
AVGO_2025_6_5_earnings_call_qa_features.json,AVGO,2025,6,2,2025_Q2,SPEAKER_12,4,302.144,393.843,91.699,169,"Well, I think the network, AI networking, as you probably would know, goes pretty hand in hand with deployment of AI accelerator clusters. It doesn't deploy on a timetable that's very different from the way accelerators get deployed, whether they are XPUs or GPUs. It does happen. And they're deployed a lot in scale out, where Ethernet of course is the choice of protocol, but it's also increasingly moving into the space of what we all call scale up within those data centers, where you have much higher, more than we originally thought consumption or density of switches than you have in the scale-out scenario. It's in fact the increased density in scale-out is five to ten times more than in scale-out. And that's the part that kind of pleasantly surprises and which is why this past quarter Q2 The AI networking portion continues at about 40% from when we reported a quarter ago for Q1. And at that time I said I expect it to drop. It hasn't.",1.687,110.58,1.96,43,0.679,1.881,29.214,174.96,66.99,0.018094,0.4388,speaker,-0.5845,speaker,-0.3619,speaker,0.6852,speaker,-0.1207,speaker,0.137,speaker,0.5513,speaker,-0.2732,speaker,-0.1129,speaker,-1.2952,speaker,-0.4572
AVGO_2025_6_5_earnings_call_qa_features.json,AVGO,2025,6,2,2025_Q2,SPEAKER_12,5,402.162,427.34,25.178,40,"Oh, Tomahawk 6. Oh, yeah. That's extremely strong interest now. We're not shipping big orders or any orders other than basic proof of concepts out to customers, but there is tremendous demand for this new 102 terabit per second tomahawk",0.86,95.32,7.15,12,0.689,1.681,8.272,160.36,24.33,0.019872,-0.437,speaker,-1.2769,speaker,1.1771,speaker,-0.5709,speaker,-0.0801,speaker,-0.0389,speaker,-0.6041,speaker,-0.6225,speaker,-0.8649,speaker,-1.1965,speaker,-0.8068
AVGO_2025_6_5_earnings_call_qa_features.json,AVGO,2025,6,2,2025_Q2,SPEAKER_12,7,467.738,486.638,18.9,26,"Well, scale up is very rapidly converting to Ethernet now. Very much so. For our fairly narrow ban of hyperscale customers, scale up is very much",0.556,82.54,6.35,7,0.903,1.52,6.321,201.62,66.52,0.01823,-0.7589,speaker,-1.8567,speaker,0.9399,speaker,-0.7735,speaker,0.7875,speaker,-0.1805,speaker,-0.7117,speaker,0.3646,speaker,-0.1212,speaker,-1.2876,speaker,-0.6073
AVGO_2025_6_5_earnings_call_qa_features.json,AVGO,2025,6,2,2025_Q2,SPEAKER_12,8,539.879,579.586,39.707,81,"I think you're doing the math. I'm giving you the trend. But I did answer that question, I think Holland asked earlier. The rate we have seen and are now so far in fiscal 25, And we'll presumably continue. We don't see any reason why it doesn't give a lead time visibility in 25. What we're seeing today based on what we have visibility on 26 is to be able to ramp up this AI revenue in the same trajectory. Yes.",0.557,122.4,4.53,11,1.021,1.709,11.235,160.86,37.02,0.019144,-0.7579,speaker,-0.0483,speaker,0.4002,speaker,-0.6114,speaker,1.2659,speaker,-0.0143,speaker,-0.4406,speaker,-0.6106,speaker,-0.6412,speaker,-1.2369,speaker,-0.5013
AVGO_2025_6_5_earnings_call_qa_features.json,AVGO,2025,6,2,2025_Q2,SPEAKER_12,9,591.837,607.278,15.441,41,it? I'm not playing the same game here. I'm just giving a trajectory towards where we drew the line on 27 before. So I have no response to is the SAM going up or not. Stop talking about SAM now. Thanks.,0.0,159.32,3.89,8,0.493,0.701,3.942,242.64,120.37,0.021332,-1.3477,speaker,1.6268,speaker,0.2104,speaker,-0.7329,speaker,-0.8748,speaker,-0.901,speaker,-0.843,speaker,1.346,speaker,0.8281,speaker,-1.1155,speaker,0.679
AVGO_2025_6_5_earnings_call_qa_features.json,AVGO,2025,6,2,2025_Q2,SPEAKER_12,10,674.018,785.613,111.595,246,"Okay. On the first part that you're asking, it's, you know, it's like you're trying to be, you're trying to count how many angels on the head of a pin here. I mean, whether it's XP or networking. Networking is hard, but that doesn't mean XP is any software. It's very much along the trajectory we're expected to be. and there's no lumpiness, there's no softening. It's pretty much what we expect the trajectory to go so far and into next quarter as well and probably beyond. So we have a fairly, I guess in our view, a fairly clear visibility on the short term trajectory. In terms of going on to 27, no, we are not updating any numbers here. Six months ago, we drew a sense of the size of the SEM based on a million GPU XPU clusters for three customers, and that's still very valid at that point. That will be there, and we have not provided any further updates here, nor are we intending to at this point. When we get a better visibility clearer sense of where we are, And that probably won't happen until 26. We'll be happy to give an update to the audience. But right now, though, in today's prepared remarks and answering a couple of questions, we have, we are, as we are doing, as we have done here, we are intending to give you guys more visibility, what we've seen, the growth trajectory in 26.",1.181,132.26,3.76,43,0.724,1.841,31.142,168.09,54.89,0.017719,-0.0971,speaker,0.3991,speaker,0.1719,speaker,0.6852,speaker,0.0618,speaker,0.1018,speaker,0.6577,speaker,-0.4376,speaker,-0.3262,speaker,-1.316,speaker,-0.336
AVGO_2025_6_5_earnings_call_qa_features.json,AVGO,2025,6,2,2025_Q2,SPEAKER_12,12,819.16,942.668,123.508,201,"I think there's no differentiation between training and inference in using merchant accelerators versus custom accelerators. I think the whole premise behind going towards custom accelerators continues, which is not a matter of cost alone. It is that as custom accelerators get used and get developed on a road map with any particular hyperscaler, there's a learning curve. A learning curve on how they could optimize the way they'll go at their algorithms on their large language models gets written and tied to silicon. And that ability to do so is a huge value added in creating algorithms that can drive their LLMs to higher and higher performance. Much more than basically a segregation approach between hardware and the software. is that you literally combine end-to-end hardware and software as they take that journey. And it's a journey. They don't learn that in one year. Do it a few cycles, get better and better at it. And then lies the value, the fundamental value in creating your own hardware versus using a third-party merchant silicon that you are able to optimize your software to the hardware and eventually achieve way higher performance than you otherwise could. And we see that happening.",2.413,97.65,2.43,55,0.835,2.142,45.928,182.09,86.17,0.01524,1.2076,speaker,-1.1712,speaker,-0.2225,speaker,1.1714,speaker,0.5118,speaker,0.3666,speaker,1.4734,speaker,-0.1027,speaker,0.2252,speaker,-1.4535,speaker,-0.6522
AVGO_2025_6_5_earnings_call_qa_features.json,AVGO,2025,6,2,2025_Q2,SPEAKER_12,13,989.024,1197.835,208.811,422,"I'm trying to decipher this question of yours, so let me try to answer it perhaps in a way I think you want me to clarify. First and foremost, I think most of what's scaling up, there are a lot of the scaling up that's going in, as I call it, which means a lot of XPU or GPU to GPU interconnects. It's done on copper interconnects. And because, you know, the size of this scale up cluster, still not that huge yet that you can get away with using copper interconnects. And they're still doing it. Mostly they're doing it today. At some point soon, I believe when you start trying to go beyond maybe 72, GPU to GPU interconnects. You may have to push towards a different protocol by protocol mode at a different medium from copper to optical. And when we do that, yeah, perhaps then things like exotic stuff like cold packaging might become of silicon with optical might become relevant. But truly what we really are talking about is that at some stage as the clusters get larger, which means scale up becomes much bigger and you need to interconnect GPU or XPU to each other in scale up many more than just 72 or 100. maybe even 128, you start going more and more. You want to use optical interconnects simply because of distance. And that's when optical will start replacing copper. And when that happens, the question is what's the best way to deliver on optical. And one way is called package optics. But it's not the only way. You can just simply use, continue use, perhaps plugable. at low-cost optics. In which case then you can interconnect the bandwidth, the radix of a switch. And our switch is now 512 connections. So you can now connect all these XPUs, GPUs, 512 for scale-up phenomenon. And that was huge. But that's when you go to optical. That's going to happen within my view, a year or two, and we'll be right in the forefront of it. And it may be co-package optics, which we are very much in development, but it's a lock-in co-package, or it could just be as a first step, pluggable optics. Whatever it is, I think the bigger question is, when does it go from optical and from copper connecting GPU to GPU to optical? connecting it. And the stamp in that move will be huge. And it's not a straight-go package of things. So that's definitely one path we are",2.464,121.26,2.59,92,0.725,2.108,66.69,175.88,104.02,0.015668,1.2616,speaker,-0.1,speaker,-0.1751,speaker,2.6705,speaker,0.0658,speaker,0.3367,speaker,2.6189,speaker,-0.2512,speaker,0.5398,speaker,-1.4298,speaker,-0.4267
AVGO_2025_6_5_earnings_call_qa_features.json,AVGO,2025,6,2,2025_Q2,SPEAKER_12,14,1266.533,1276.051,9.518,24,"You know, the moment moving parts here, then your simple analysis proves here. And I think your simple analysis is totally wrong in that",1.535,151.29,12.61,3,0.786,1.277,2.357,177.23,30.42,0.020389,0.2778,speaker,1.2625,speaker,2.7961,speaker,-0.9355,speaker,0.3131,speaker,-0.3943,speaker,-0.9304,speaker,-0.2189,speaker,-0.7576,speaker,-1.1679,speaker,-0.4346
AVGO_2025_6_5_earnings_call_qa_features.json,AVGO,2025,6,2,2025_Q2,SPEAKER_12,15,1323.436,1393.855,70.419,150,"People do like to create platforms and new protocols and systems. The fact of the matter is scale up can just be done easily and it's currently available. It's open standards, open source, internet. Just as well, just as well, you don't need to create new systems for the sake of doing something that you could easily be doing in networking in internet. And so, yeah, I hear a lot of this interesting new protocol standards that are trying to be created. And most of them, by the way, are proprietary, much as they like to call it otherwise. One is really open source. and open standards is the Internet. And we believe the Internet will prevail as it does for the last 20 years in traditional networking. There's no reason to create a new standard for something that could be easily done in transferring bits and bytes of data.",0.658,127.81,3.41,33,0.655,1.761,21.599,179.16,40.94,0.018772,-0.6509,speaker,0.1972,speaker,0.0681,speaker,0.28,speaker,-0.218,speaker,0.0315,speaker,0.1312,speaker,-0.1728,speaker,-0.5721,speaker,-1.2576,speaker,-0.2433
AVGO_2025_6_5_earnings_call_qa_features.json,AVGO,2025,6,2,2025_Q2,SPEAKER_12,16,1462.807,1567.01,104.203,191,"Yeah, interesting question, but none of the foregoing that you outlined. So it's simple. The way inference has come out very, very hot lately is, remember, we're only selling to a few customers, hyperscalers with platforms and LLMs. That's it. There are not that many. And we told you how many we have, and we haven't increased any. But what is happening is these hyperscalers and those with LLMs need to justify all the spending they're doing. Doing training makes your frontier model smarter. That's no question. It's almost like science, research and science. Make your frontier models by creating very clever algorithms that consumes a lot of compute for training. Smarter. Training makes it smarter. You want to monetize inference. And that's why it's driving it. Monetize, I indicated in my prepare remark, to drive to justify a return on investment And a lot of that investment is training. And that return on investment is by creating use cases, a lot of AI use cases, AI consumption out there through availability of a lot of inference. And that's what we are now starting to see among a small group of",1.469,109.98,1.15,46,0.737,2.302,33.884,166.2,26.97,0.017097,0.2079,speaker,-0.6118,speaker,-0.6021,speaker,0.8067,speaker,0.1145,speaker,0.5073,speaker,0.809,speaker,-0.4828,speaker,-0.8184,speaker,-1.3505,speaker,-0.5613
AVGO_2025_6_5_earnings_call_qa_features.json,AVGO,2025,6,2,2025_Q2,SPEAKER_12,17,1609.484,1638.627,29.143,69,"You know, my preparatory must, which I clarified, that the rate of growth we are seeing in 25 will sustain into 26 based on improved visibility and the fact that we're seeing inference coming in on top of the demand for training as the clusters get bigger and bigger, still stands. I don't think we are getting very far by trying to pass through my words or data here.",1.316,142.06,2.06,10,0.525,0.721,5.254,164.53,28.6,0.021857,0.0459,speaker,0.8437,speaker,-0.3322,speaker,-0.6519,speaker,-0.745,speaker,-0.8834,speaker,-0.7706,speaker,-0.5228,speaker,-0.7896,speaker,-1.0864,speaker,-0.1923
AVGO_2025_6_5_earnings_call_qa_features.json,AVGO,2025,6,2,2025_Q2,SPEAKER_12,19,1641.715,1647.993,6.278,13,going from 25 into 26 as the best forecast we have at this,1.4,124.24,0.0,1,1.582,1.582,1.582,155.58,14.14,0.019115,0.1348,speaker,0.0352,speaker,-0.9431,speaker,-1.0166,speaker,3.5404,speaker,-0.126,speaker,-0.9732,speaker,-0.7369,speaker,-1.0445,speaker,-1.2385,speaker,-0.6255
AVGO_2025_6_5_earnings_call_qa_features.json,AVGO,2025,6,2,2025_Q2,SPEAKER_12,20,1668.209,1676.528,8.319,18,"Broadcom do not participate in NV Ling. So I'm really not qualified to answer that question, I think.",0.017,129.82,14.42,2,0.91,1.301,1.821,186.7,25.44,0.023909,-1.3297,speaker,0.2884,speaker,3.3328,speaker,-0.976,speaker,0.8159,speaker,-0.3732,speaker,-0.96,speaker,0.0076,speaker,-0.8453,speaker,-0.9725,speaker,-0.4606
AVGO_2025_6_5_earnings_call_qa_features.json,AVGO,2025,6,2,2025_Q2,SPEAKER_12,21,1718.648,1875.535,156.887,324,"Okay, that's an interesting question, and I agree, not too untimely, I would say, because, yeah, we have done a lot of the integration of VMware now, and you can see that in the level of free cash flow we're generating from operations. And as we said, the use of capital has always been, we're very, I guess measured and upfront with a return through dividends, which is half our free cash roll of the preceding year. And frankly, as Kirsten has mentioned three months ago and six months ago to an Adlastu earnings call, the first choice typically of the other part of the free cash roll is to bring down our debt. to a level that we feel closer to no more than two, a ratio of debt to EBITDA. And that doesn't mean that, opportunistically, we may go out there and buy back our shares, as we did last quarter and indicated by Kirsten when we did $4.2 billion of stock buyback. Now part of it is used to basically when employee RSU's VES basically use, we basically buy back part of the shares for used to be paying taxes on the invested RSU. But the other part of it, I do admit, we use it opportunistically last quarter when we see an opportunity situation when Basically, we think that it's a good time to buy some shares back. We do. But having said all that, our use of cash outside of dividends would be at this stage used towards reducing our debt. And I know you're going to ask, what about M&A? Well, the kind of M&A we will do in our view would be significant, would be substantial enough that We need that in any case. And it's a good use of our free cash flow to bring down debt to, in a way, expand, if not preserve, our borrowing capacity if we have to do another M&A deal.",0.894,123.91,3.06,64,0.757,1.943,48.426,165.96,58.49,0.016502,-0.401,speaker,0.0202,speaker,-0.0357,speaker,1.536,speaker,0.1956,speaker,0.1916,speaker,1.6113,speaker,-0.4886,speaker,-0.2627,speaker,-1.3835,speaker,-0.3872
